snapshot_date,opportunity_id,account_id,region_code,stage_name,weighted_pipeline_usd,commit_probability,expected_close_date,slippage_risk
2025-01-25,OPP-202501-ACC-1076-1,ACC-1076,ME,solution-fit,4805.79,0.31,2025-05-10,high
2025-01-25,OPP-202501-ACC-1076-2,ACC-1076,ME,proposal,8299.29,0.732,2025-03-22,high
2025-01-25,OPP-202501-ACC-1077-0,ACC-1077,AF,proposal,4649.84,0.517,2025-05-24,medium
2025-01-25,OPP-202501-ACC-1077-1,ACC-1077,AF,proposal,10299.38,0.716,2025-05-14,low
2025-01-25,OPP-202501-ACC-1077-2,ACC-1077,AF,solution-fit,4696.64,0.369,2025-03-01,medium
2025-01-25,OPP-202501-ACC-1078-0,ACC-1078,NA,solution-fit,37055.62,0.334,2025-04-02,high
2025-01-25,OPP-202501-ACC-1078-1,ACC-1078,NA,proposal,92953.89,0.592,2025-04-07,low
2025-01-25,OPP-202501-ACC-1078-2,ACC-1078,NA,solution-fit,48773.45,0.357,2025-02-19,medium
2025-01-25,OPP-202501-ACC-1078-3,ACC-1078,NA,proposal,78882.67,0.595,2025-02-27,low
2025-01-25,OPP-202501-ACC-1079-0,ACC-1079,EU,discover,21722.0,0.225,2025-03-04,high
2025-01-25,OPP-202501-ACC-1079-1,ACC-1079,EU,proposal,15904.32,0.565,2025-05-18,high
2025-01-25,OPP-202501-ACC-1079-2,ACC-1079,EU,commit,38603.22,0.819,2025-04-30,low
2025-01-25,OPP-202501-ACC-1080-0,ACC-1080,AP,solution-fit,7660.2,0.332,2025-04-19,high
2025-01-25,OPP-202501-ACC-1080-1,ACC-1080,AP,proposal,8173.85,0.664,2025-02-13,low
2025-01-25,OPP-202501-ACC-1080-2,ACC-1080,AP,proposal,16192.78,0.731,2025-03-31,low
2025-01-25,OPP-202501-ACC-1081-0,ACC-1081,LA,solution-fit,27474.23,0.303,2025-03-16,high
2025-01-25,OPP-202501-ACC-1081-1,ACC-1081,LA,proposal,34110.28,0.746,2025-04-24,low
2025-01-25,OPP-202501-ACC-1081-2,ACC-1081,LA,solution-fit,60554.7,0.413,2025-04-08,medium
2025-01-25,OPP-202501-ACC-1081-3,ACC-1081,LA,solution-fit,53326.8,0.33,2025-02-11,high
2025-01-25,OPP-202501-ACC-1082-0,ACC-1082,ME,commit,14062.61,0.805,2025-02-10,low
2025-01-25,OPP-202501-ACC-1082-1,ACC-1082,ME,proposal,17437.54,0.586,2025-05-13,low
2025-01-25,OPP-202501-ACC-1082-2,ACC-1082,ME,solution-fit,12412.5,0.469,2025-02-16,medium
2025-01-25,OPP-202501-ACC-1083-0,ACC-1083,AF,proposal,7171.93,0.637,2025-05-18,low
2025-01-25,OPP-202501-ACC-1083-1,ACC-1083,AF,proposal,6306.18,0.688,2025-05-25,low
2025-01-25,OPP-202501-ACC-1083-2,ACC-1083,AF,solution-fit,13659.13,0.316,2025-04-20,high
2025-01-25,OPP-202501-ACC-1084-0,ACC-1084,NA,discover,50199.62,0.23,2025-04-11,high
2025-01-25,OPP-202501-ACC-1084-1,ACC-1084,NA,commit,65256.25,0.76,2025-04-21,high
2025-01-25,OPP-202501-ACC-1084-2,ACC-1084,NA,proposal,22953.14,0.7,2025-04-15,low
2025-01-25,OPP-202501-ACC-1084-3,ACC-1084,NA,proposal,24363.9,0.743,2025-03-23,low
2025-01-25,OPP-202501-ACC-1085-0,ACC-1085,EU,proposal,14105.92,0.676,2025-03-13,low
2025-01-25,OPP-202501-ACC-1085-1,ACC-1085,EU,proposal,20471.99,0.534,2025-02-27,medium
2025-01-25,OPP-202501-ACC-1085-2,ACC-1085,EU,solution-fit,20088.78,0.257,2025-02-22,high
2025-01-25,OPP-202501-ACC-1086-0,ACC-1086,AP,proposal,18253.75,0.623,2025-04-20,low
2025-01-25,OPP-202501-ACC-1086-1,ACC-1086,AP,commit,11841.65,0.816,2025-02-22,high
2025-01-25,OPP-202501-ACC-1086-2,ACC-1086,AP,proposal,4379.7,0.651,2025-04-05,low
2025-01-25,OPP-202501-ACC-1087-0,ACC-1087,LA,commit,128875.79,0.77,2025-03-29,low
2025-01-25,OPP-202501-ACC-1087-1,ACC-1087,LA,proposal,68438.08,0.559,2025-03-13,high
2025-01-25,OPP-202501-ACC-1087-2,ACC-1087,LA,proposal,44194.79,0.615,2025-04-28,low
2025-01-25,OPP-202501-ACC-1087-3,ACC-1087,LA,proposal,63813.74,0.683,2025-04-09,low
2025-01-25,OPP-202501-ACC-1088-0,ACC-1088,ME,commit,8009.69,0.754,2025-03-29,low
2025-01-25,OPP-202501-ACC-1088-1,ACC-1088,ME,proposal,31330.99,0.624,2025-04-06,low
2025-01-25,OPP-202501-ACC-1088-2,ACC-1088,ME,discover,16110.98,0.241,2025-04-02,high
2025-01-25,OPP-202501-ACC-1089-0,ACC-1089,AF,proposal,5188.91,0.662,2025-03-18,low
2025-01-25,OPP-202501-ACC-1089-1,ACC-1089,AF,proposal,3902.42,0.644,2025-04-10,low
2025-01-25,OPP-202501-ACC-1089-2,ACC-1089,AF,solution-fit,6694.34,0.377,2025-02-14,medium
2025-01-25,OPP-202501-ACC-1090-0,ACC-1090,NA,solution-fit,12444.33,0.267,2025-03-03,high
2025-01-25,OPP-202501-ACC-1090-1,ACC-1090,NA,commit,17848.67,0.793,2025-03-21,high
2025-01-25,OPP-202501-ACC-1090-2,ACC-1090,NA,proposal,39985.38,0.702,2025-03-25,low
2025-01-25,OPP-202501-ACC-1090-3,ACC-1090,NA,solution-fit,22620.08,0.389,2025-04-26,medium
2025-01-25,OPP-202501-ACC-1091-0,ACC-1091,EU,solution-fit,16210.92,0.452,2025-05-01,medium
2025-01-25,OPP-202501-ACC-1091-1,ACC-1091,EU,solution-fit,16997.0,0.298,2025-05-03,high
2025-01-25,OPP-202501-ACC-1091-2,ACC-1091,EU,proposal,17932.6,0.603,2025-03-13,low
2025-01-25,OPP-202501-ACC-1092-0,ACC-1092,AP,solution-fit,12782.69,0.305,2025-03-23,high
2025-01-25,OPP-202501-ACC-1092-1,ACC-1092,AP,solution-fit,5434.81,0.385,2025-05-03,medium
2025-01-25,OPP-202501-ACC-1092-2,ACC-1092,AP,discover,19232.8,0.248,2025-05-09,high
2025-01-25,OPP-202501-ACC-1093-0,ACC-1093,LA,solution-fit,143670.82,0.272,2025-04-24,high
2025-01-25,OPP-202501-ACC-1093-1,ACC-1093,LA,proposal,126934.5,0.641,2025-02-23,low
2025-01-25,OPP-202501-ACC-1093-2,ACC-1093,LA,proposal,152302.73,0.744,2025-04-10,low
2025-01-25,OPP-202501-ACC-1093-3,ACC-1093,LA,commit,101941.51,0.818,2025-03-28,low
2025-01-25,OPP-202501-ACC-1094-0,ACC-1094,ME,proposal,31349.34,0.511,2025-02-13,medium
2025-01-25,OPP-202501-ACC-1094-1,ACC-1094,ME,proposal,25098.04,0.555,2025-05-03,medium
2025-01-25,OPP-202501-ACC-1094-2,ACC-1094,ME,solution-fit,26667.53,0.329,2025-05-19,high
2025-01-25,OPP-202501-ACC-1095-0,ACC-1095,AF,solution-fit,11822.84,0.257,2025-03-22,high
2025-01-25,OPP-202501-ACC-1095-1,ACC-1095,AF,solution-fit,5305.02,0.422,2025-02-08,medium
2025-01-25,OPP-202501-ACC-1095-2,ACC-1095,AF,solution-fit,6763.64,0.397,2025-05-06,medium
2025-01-25,OPP-202501-ACC-1096-0,ACC-1096,NA,solution-fit,76934.99,0.433,2025-02-10,high
2025-01-25,OPP-202501-ACC-1096-1,ACC-1096,NA,solution-fit,57297.33,0.487,2025-03-03,medium
2025-01-25,OPP-202501-ACC-1096-2,ACC-1096,NA,solution-fit,99103.38,0.437,2025-03-27,medium
2025-01-25,OPP-202501-ACC-1096-3,ACC-1096,NA,proposal,61753.48,0.69,2025-05-23,low
2025-01-25,OPP-202501-ACC-1097-0,ACC-1097,EU,solution-fit,41860.31,0.438,2025-05-09,medium
2025-01-25,OPP-202501-ACC-1097-1,ACC-1097,EU,commit,43270.5,0.767,2025-05-17,low
2025-01-25,OPP-202501-ACC-1097-2,ACC-1097,EU,solution-fit,19681.22,0.426,2025-04-02,high
2025-01-25,OPP-202501-ACC-1098-0,ACC-1098,AP,proposal,9009.86,0.748,2025-03-07,low
2025-01-25,OPP-202501-ACC-1098-1,ACC-1098,AP,proposal,11342.19,0.63,2025-05-14,low
2025-01-25,OPP-202501-ACC-1098-2,ACC-1098,AP,proposal,13607.82,0.554,2025-05-06,medium
2025-01-25,OPP-202501-ACC-1099-0,ACC-1099,LA,commit,59464.24,0.755,2025-03-14,low
2025-01-25,OPP-202501-ACC-1099-1,ACC-1099,LA,proposal,58565.92,0.544,2025-04-20,medium
2025-01-25,OPP-202501-ACC-1099-2,ACC-1099,LA,discover,42854.37,0.246,2025-05-12,high
2025-01-25,OPP-202501-ACC-1099-3,ACC-1099,LA,commit,50573.35,0.79,2025-05-25,low
2025-01-25,OPP-202501-ACC-1100-0,ACC-1100,ME,proposal,48549.46,0.605,2025-05-02,low
2025-01-25,OPP-202501-ACC-1100-1,ACC-1100,ME,solution-fit,51062.11,0.475,2025-04-22,high
2025-01-25,OPP-202501-ACC-1100-2,ACC-1100,ME,discover,53421.05,0.249,2025-05-13,high
2025-01-25,OPP-202501-ACC-1101-0,ACC-1101,AF,commit,2721.61,0.757,2025-04-13,low
2025-01-25,OPP-202501-ACC-1101-1,ACC-1101,AF,solution-fit,2745.82,0.334,2025-03-16,high
2025-01-25,OPP-202501-ACC-1101-2,ACC-1101,AF,solution-fit,1787.29,0.275,2025-03-11,high
2025-01-25,OPP-202501-ACC-1102-0,ACC-1102,NA,solution-fit,73643.79,0.485,2025-04-13,medium
2025-01-25,OPP-202501-ACC-1102-1,ACC-1102,NA,proposal,43830.52,0.638,2025-02-11,low
2025-01-25,OPP-202501-ACC-1102-2,ACC-1102,NA,proposal,92222.16,0.561,2025-04-15,medium
2025-01-25,OPP-202501-ACC-1102-3,ACC-1102,NA,solution-fit,23537.8,0.308,2025-05-15,high
2025-01-25,OPP-202501-ACC-1103-0,ACC-1103,EU,discover,13272.58,0.222,2025-02-12,high
2025-01-25,OPP-202501-ACC-1103-1,ACC-1103,EU,discover,35391.13,0.222,2025-04-19,high
2025-01-25,OPP-202501-ACC-1103-2,ACC-1103,EU,discover,22297.99,0.234,2025-05-03,high
2025-01-25,OPP-202501-ACC-1104-0,ACC-1104,AP,solution-fit,3918.69,0.296,2025-02-11,high
2025-01-25,OPP-202501-ACC-1104-1,ACC-1104,AP,solution-fit,6654.34,0.373,2025-03-12,medium
2025-01-25,OPP-202501-ACC-1104-2,ACC-1104,AP,proposal,2884.59,0.642,2025-03-13,low
2025-01-25,OPP-202501-ACC-1105-0,ACC-1105,LA,solution-fit,89790.4,0.31,2025-02-21,high
2025-01-25,OPP-202501-ACC-1105-1,ACC-1105,LA,solution-fit,106542.81,0.483,2025-03-15,medium
2025-01-25,OPP-202501-ACC-1105-2,ACC-1105,LA,solution-fit,58250.14,0.497,2025-03-01,medium
2025-01-25,OPP-202501-ACC-1105-3,ACC-1105,LA,solution-fit,95823.71,0.461,2025-02-06,medium
2025-01-25,OPP-202501-ACC-1106-0,ACC-1106,ME,solution-fit,16268.04,0.491,2025-03-07,medium
2025-01-25,OPP-202501-ACC-1106-1,ACC-1106,ME,solution-fit,8289.58,0.307,2025-02-15,high
2025-01-25,OPP-202501-ACC-1106-2,ACC-1106,ME,proposal,14143.46,0.7,2025-02-21,low
2025-01-25,OPP-202501-ACC-1107-0,ACC-1107,AF,proposal,9243.64,0.725,2025-04-13,high
2025-01-25,OPP-202501-ACC-1107-1,ACC-1107,AF,proposal,10493.66,0.712,2025-04-25,low
2025-01-25,OPP-202501-ACC-1107-2,ACC-1107,AF,proposal,10166.35,0.728,2025-03-31,high
2025-01-25,OPP-202501-ACC-1108-0,ACC-1108,NA,proposal,36486.25,0.526,2025-03-31,high
2025-01-25,OPP-202501-ACC-1108-1,ACC-1108,NA,solution-fit,41601.22,0.413,2025-02-09,medium
2025-01-25,OPP-202501-ACC-1108-2,ACC-1108,NA,solution-fit,34732.81,0.251,2025-03-12,high
2025-01-25,OPP-202501-ACC-1108-3,ACC-1108,NA,discover,41798.67,0.226,2025-05-01,high
2025-01-25,OPP-202501-ACC-1109-0,ACC-1109,EU,solution-fit,12561.19,0.462,2025-03-29,medium
2025-01-25,OPP-202501-ACC-1109-1,ACC-1109,EU,solution-fit,16929.09,0.339,2025-05-21,high
2025-01-25,OPP-202501-ACC-1109-2,ACC-1109,EU,solution-fit,8066.74,0.369,2025-03-31,medium
2025-01-25,OPP-202501-ACC-1110-0,ACC-1110,AP,commit,15327.81,0.794,2025-03-19,low
2025-01-25,OPP-202501-ACC-1110-1,ACC-1110,AP,solution-fit,17187.93,0.311,2025-03-10,high
2025-01-25,OPP-202501-ACC-1110-2,ACC-1110,AP,solution-fit,5179.97,0.42,2025-03-21,medium
2025-01-25,OPP-202501-ACC-1111-0,ACC-1111,LA,solution-fit,137012.85,0.475,2025-04-06,medium
2025-01-25,OPP-202501-ACC-1111-1,ACC-1111,LA,proposal,150633.31,0.552,2025-04-14,medium
2025-01-25,OPP-202501-ACC-1111-2,ACC-1111,LA,proposal,104553.12,0.744,2025-03-29,low
2025-01-25,OPP-202501-ACC-1111-3,ACC-1111,LA,proposal,145041.56,0.505,2025-05-02,medium
2025-01-25,OPP-202501-ACC-1112-0,ACC-1112,ME,proposal,17814.78,0.546,2025-05-02,medium
2025-01-25,OPP-202501-ACC-1112-1,ACC-1112,ME,proposal,32878.77,0.624,2025-02-22,high
2025-01-25,OPP-202501-ACC-1112-2,ACC-1112,ME,solution-fit,8969.12,0.292,2025-04-27,high
2025-01-25,OPP-202501-ACC-1113-0,ACC-1113,AF,commit,6262.86,0.751,2025-05-12,low
2025-01-25,OPP-202501-ACC-1113-1,ACC-1113,AF,proposal,6767.19,0.702,2025-03-17,low
2025-01-25,OPP-202501-ACC-1113-2,ACC-1113,AF,proposal,5172.33,0.634,2025-05-20,low
2025-01-25,OPP-202501-ACC-1114-0,ACC-1114,NA,solution-fit,82187.46,0.38,2025-02-26,medium
2025-01-25,OPP-202501-ACC-1114-1,ACC-1114,NA,proposal,86395.14,0.541,2025-03-02,medium
2025-01-25,OPP-202501-ACC-1114-2,ACC-1114,NA,solution-fit,65922.89,0.26,2025-05-17,high
2025-01-25,OPP-202501-ACC-1114-3,ACC-1114,NA,proposal,65358.8,0.606,2025-04-19,high
2025-01-25,OPP-202501-ACC-1115-0,ACC-1115,EU,solution-fit,11732.98,0.498,2025-04-07,medium
2025-01-25,OPP-202501-ACC-1115-1,ACC-1115,EU,proposal,27005.37,0.558,2025-03-18,medium
2025-01-25,OPP-202501-ACC-1115-2,ACC-1115,EU,proposal,25788.02,0.684,2025-03-27,low
2025-01-25,OPP-202501-ACC-1116-0,ACC-1116,AP,solution-fit,16620.22,0.307,2025-04-07,high
2025-01-25,OPP-202501-ACC-1116-1,ACC-1116,AP,solution-fit,14056.37,0.432,2025-04-14,high
2025-01-25,OPP-202501-ACC-1116-2,ACC-1116,AP,proposal,19256.36,0.684,2025-02-26,low
2025-01-25,OPP-202501-ACC-1117-0,ACC-1117,LA,commit,114622.67,0.818,2025-04-24,low
2025-01-25,OPP-202501-ACC-1117-1,ACC-1117,LA,solution-fit,35357.58,0.446,2025-02-28,medium
2025-01-25,OPP-202501-ACC-1117-2,ACC-1117,LA,solution-fit,60763.61,0.316,2025-03-05,high
2025-01-25,OPP-202501-ACC-1117-3,ACC-1117,LA,solution-fit,86922.9,0.493,2025-04-10,high
2025-01-25,OPP-202501-ACC-1118-0,ACC-1118,ME,proposal,13041.1,0.733,2025-04-13,low
2025-01-25,OPP-202501-ACC-1118-1,ACC-1118,ME,proposal,11965.61,0.724,2025-02-20,high
2025-01-25,OPP-202501-ACC-1118-2,ACC-1118,ME,proposal,6868.31,0.63,2025-04-23,low
2025-01-25,OPP-202501-ACC-1119-0,ACC-1119,AF,solution-fit,9007.2,0.499,2025-05-18,medium
2025-01-25,OPP-202501-ACC-1119-1,ACC-1119,AF,discover,5635.34,0.242,2025-04-28,high
2025-01-25,OPP-202501-ACC-1119-2,ACC-1119,AF,proposal,18521.07,0.511,2025-04-10,medium
2025-01-25,OPP-202501-ACC-1120-0,ACC-1120,NA,proposal,37729.43,0.72,2025-03-01,low
2025-01-25,OPP-202501-ACC-1120-1,ACC-1120,NA,proposal,117077.25,0.581,2025-05-21,low
2025-01-25,OPP-202501-ACC-1120-2,ACC-1120,NA,solution-fit,110585.06,0.286,2025-03-24,high
2025-01-25,OPP-202501-ACC-1120-3,ACC-1120,NA,proposal,103107.98,0.566,2025-03-12,medium
2025-01-25,OPP-202501-ACC-1121-0,ACC-1121,EU,proposal,16715.52,0.506,2025-03-21,high
2025-01-25,OPP-202501-ACC-1121-1,ACC-1121,EU,commit,16757.25,0.772,2025-05-15,high
2025-01-25,OPP-202501-ACC-1121-2,ACC-1121,EU,discover,11789.3,0.225,2025-04-01,high
2025-01-25,OPP-202501-ACC-1122-0,ACC-1122,AP,proposal,11095.77,0.724,2025-05-21,low
2025-01-25,OPP-202501-ACC-1122-1,ACC-1122,AP,solution-fit,8756.75,0.277,2025-04-01,high
2025-01-25,OPP-202501-ACC-1122-2,ACC-1122,AP,proposal,4296.22,0.574,2025-03-05,medium
2025-01-25,OPP-202501-ACC-1123-0,ACC-1123,LA,commit,21079.0,0.819,2025-03-18,low
2025-01-25,OPP-202501-ACC-1123-1,ACC-1123,LA,proposal,16771.3,0.699,2025-03-18,high
2025-01-25,OPP-202501-ACC-1123-2,ACC-1123,LA,solution-fit,19560.82,0.418,2025-05-21,medium
2025-01-25,OPP-202501-ACC-1123-3,ACC-1123,LA,discover,46109.65,0.235,2025-05-04,high
2025-01-25,OPP-202501-ACC-1124-0,ACC-1124,ME,proposal,25119.64,0.508,2025-03-20,medium
2025-01-25,OPP-202501-ACC-1124-1,ACC-1124,ME,proposal,22250.28,0.559,2025-02-20,high
2025-01-25,OPP-202501-ACC-1124-2,ACC-1124,ME,proposal,17373.38,0.673,2025-04-15,low
2025-01-25,OPP-202501-ACC-1125-0,ACC-1125,AF,commit,19145.49,0.757,2025-03-15,low
2025-01-25,OPP-202501-ACC-1125-1,ACC-1125,AF,commit,9181.18,0.771,2025-04-07,low
2025-01-25,OPP-202501-ACC-1125-2,ACC-1125,AF,proposal,18493.74,0.565,2025-03-08,medium
2025-01-25,OPP-202501-ACC-1126-0,ACC-1126,NA,solution-fit,72923.44,0.291,2025-04-14,high
2025-01-25,OPP-202501-ACC-1126-1,ACC-1126,NA,discover,120143.98,0.243,2025-05-18,high
2025-01-25,OPP-202501-ACC-1126-2,ACC-1126,NA,proposal,117787.86,0.713,2025-04-25,low
2025-01-25,OPP-202501-ACC-1126-3,ACC-1126,NA,solution-fit,80341.59,0.393,2025-02-09,medium
2025-01-25,OPP-202501-ACC-1127-0,ACC-1127,EU,proposal,16254.95,0.613,2025-04-13,low
2025-01-25,OPP-202501-ACC-1127-1,ACC-1127,EU,proposal,8263.32,0.676,2025-03-25,low
2025-01-25,OPP-202501-ACC-1127-2,ACC-1127,EU,solution-fit,10836.0,0.343,2025-03-17,high
2025-01-25,OPP-202501-ACC-1128-0,ACC-1128,AP,solution-fit,17137.37,0.253,2025-05-11,high
2025-01-25,OPP-202501-ACC-1128-1,ACC-1128,AP,solution-fit,9478.31,0.484,2025-04-14,medium
2025-01-25,OPP-202501-ACC-1128-2,ACC-1128,AP,proposal,12557.16,0.546,2025-03-27,high
2025-01-25,OPP-202501-ACC-1129-0,ACC-1129,LA,discover,44557.31,0.235,2025-04-14,high
2025-01-25,OPP-202501-ACC-1129-1,ACC-1129,LA,solution-fit,36887.64,0.387,2025-04-26,medium
2025-01-25,OPP-202501-ACC-1129-2,ACC-1129,LA,proposal,21054.69,0.605,2025-04-19,high
2025-01-25,OPP-202501-ACC-1129-3,ACC-1129,LA,proposal,69156.72,0.529,2025-04-29,high
2025-01-25,OPP-202501-ACC-1130-0,ACC-1130,ME,proposal,13052.44,0.677,2025-02-07,low
2025-01-25,OPP-202501-ACC-1130-1,ACC-1130,ME,proposal,10432.77,0.577,2025-04-14,medium
2025-01-25,OPP-202501-ACC-1130-2,ACC-1130,ME,proposal,5264.31,0.677,2025-02-10,low
2025-01-25,OPP-202501-ACC-1131-0,ACC-1131,AF,discover,8624.05,0.244,2025-04-06,high
2025-01-25,OPP-202501-ACC-1131-1,ACC-1131,AF,proposal,6026.18,0.521,2025-05-02,medium
2025-01-25,OPP-202501-ACC-1131-2,ACC-1131,AF,solution-fit,5555.32,0.45,2025-02-22,medium
2025-01-25,OPP-202501-ACC-1132-0,ACC-1132,NA,commit,29188.61,0.809,2025-04-01,high
2025-01-25,OPP-202501-ACC-1132-1,ACC-1132,NA,commit,34603.14,0.753,2025-04-23,high
2025-01-25,OPP-202501-ACC-1132-2,ACC-1132,NA,solution-fit,14971.31,0.311,2025-02-23,high
2025-01-25,OPP-202501-ACC-1132-3,ACC-1132,NA,proposal,30520.88,0.634,2025-03-14,high
2025-01-25,OPP-202501-ACC-1133-0,ACC-1133,EU,proposal,25117.3,0.632,2025-04-27,low
2025-01-25,OPP-202501-ACC-1133-1,ACC-1133,EU,proposal,39278.69,0.608,2025-03-01,low
2025-01-25,OPP-202501-ACC-1133-2,ACC-1133,EU,discover,13643.23,0.236,2025-03-10,high
2025-01-25,OPP-202501-ACC-1134-0,ACC-1134,AP,proposal,2862.73,0.548,2025-03-03,medium
2025-01-25,OPP-202501-ACC-1134-1,ACC-1134,AP,solution-fit,5744.21,0.469,2025-05-25,medium
2025-01-25,OPP-202501-ACC-1134-2,ACC-1134,AP,proposal,4138.45,0.741,2025-02-13,low
2025-01-25,OPP-202501-ACC-1135-0,ACC-1135,LA,solution-fit,14807.35,0.266,2025-03-02,high
2025-01-25,OPP-202501-ACC-1135-1,ACC-1135,LA,proposal,32143.71,0.623,2025-03-20,low
2025-01-25,OPP-202501-ACC-1135-2,ACC-1135,LA,solution-fit,19019.63,0.307,2025-03-01,high
2025-01-25,OPP-202501-ACC-1135-3,ACC-1135,LA,proposal,33851.17,0.564,2025-02-17,medium
2025-01-25,OPP-202501-ACC-1136-0,ACC-1136,ME,proposal,47401.37,0.543,2025-03-06,medium
2025-01-25,OPP-202501-ACC-1136-1,ACC-1136,ME,commit,25785.3,0.8,2025-05-24,high
2025-01-25,OPP-202501-ACC-1136-2,ACC-1136,ME,commit,19738.14,0.801,2025-04-04,low
2025-01-25,OPP-202501-ACC-1137-0,ACC-1137,AF,solution-fit,6246.57,0.494,2025-04-09,medium
2025-01-25,OPP-202501-ACC-1137-1,ACC-1137,AF,solution-fit,3768.54,0.432,2025-02-24,medium
2025-01-25,OPP-202501-ACC-1137-2,ACC-1137,AF,solution-fit,6135.84,0.359,2025-03-07,medium
2025-01-25,OPP-202501-ACC-1138-0,ACC-1138,NA,commit,82241.54,0.762,2025-02-19,low
2025-01-25,OPP-202501-ACC-1138-1,ACC-1138,NA,solution-fit,58543.43,0.379,2025-03-24,medium
2025-01-25,OPP-202501-ACC-1138-2,ACC-1138,NA,commit,74473.45,0.772,2025-03-03,low
2025-01-25,OPP-202501-ACC-1138-3,ACC-1138,NA,proposal,64084.88,0.671,2025-02-16,low
2025-01-25,OPP-202501-ACC-1139-0,ACC-1139,EU,solution-fit,35031.81,0.414,2025-03-23,high
2025-01-25,OPP-202501-ACC-1139-1,ACC-1139,EU,solution-fit,12973.14,0.423,2025-02-12,high
2025-01-25,OPP-202501-ACC-1139-2,ACC-1139,EU,commit,26103.7,0.789,2025-05-25,high
2025-01-25,OPP-202501-ACC-1140-0,ACC-1140,AP,proposal,7200.15,0.636,2025-02-26,low
2025-01-25,OPP-202501-ACC-1140-1,ACC-1140,AP,solution-fit,2140.59,0.456,2025-03-31,medium
2025-01-25,OPP-202501-ACC-1140-2,ACC-1140,AP,solution-fit,2889.8,0.348,2025-03-13,high
2025-01-25,OPP-202501-ACC-1141-0,ACC-1141,LA,solution-fit,103025.22,0.49,2025-02-25,medium
2025-01-25,OPP-202501-ACC-1141-1,ACC-1141,LA,solution-fit,96879.58,0.325,2025-04-28,high
2025-01-25,OPP-202501-ACC-1141-2,ACC-1141,LA,proposal,67004.48,0.667,2025-04-25,low
2025-01-25,OPP-202501-ACC-1141-3,ACC-1141,LA,proposal,78200.68,0.704,2025-02-13,low
2025-01-25,OPP-202501-ACC-1142-0,ACC-1142,ME,proposal,18773.73,0.638,2025-02-19,low
2025-01-25,OPP-202501-ACC-1142-1,ACC-1142,ME,solution-fit,33009.62,0.366,2025-05-10,medium
2025-01-25,OPP-202501-ACC-1142-2,ACC-1142,ME,solution-fit,37160.81,0.469,2025-02-19,medium
2025-01-25,OPP-202501-ACC-1143-0,ACC-1143,AF,commit,8973.62,0.808,2025-04-12,low
2025-01-25,OPP-202501-ACC-1143-1,ACC-1143,AF,commit,11237.63,0.793,2025-03-20,low
2025-01-25,OPP-202501-ACC-1143-2,ACC-1143,AF,solution-fit,4327.63,0.333,2025-03-07,high
2025-01-25,OPP-202501-ACC-1144-0,ACC-1144,NA,discover,60165.81,0.224,2025-04-16,high
2025-01-25,OPP-202501-ACC-1144-1,ACC-1144,NA,proposal,28781.84,0.569,2025-03-18,high
2025-01-25,OPP-202501-ACC-1144-2,ACC-1144,NA,solution-fit,31458.19,0.496,2025-02-26,medium
2025-01-25,OPP-202501-ACC-1144-3,ACC-1144,NA,proposal,49811.79,0.709,2025-03-25,low
2025-01-25,OPP-202501-ACC-1145-0,ACC-1145,EU,solution-fit,12209.35,0.286,2025-04-23,high
2025-01-25,OPP-202501-ACC-1145-1,ACC-1145,EU,solution-fit,21854.57,0.384,2025-03-27,medium
2025-01-25,OPP-202501-ACC-1145-2,ACC-1145,EU,solution-fit,7099.0,0.251,2025-03-09,high
2025-01-25,OPP-202501-ACC-1146-0,ACC-1146,AP,proposal,9380.04,0.581,2025-05-15,high
2025-01-25,OPP-202501-ACC-1146-1,ACC-1146,AP,proposal,13460.63,0.604,2025-05-18,low
2025-01-25,OPP-202501-ACC-1146-2,ACC-1146,AP,proposal,15605.09,0.558,2025-02-23,medium
2025-01-25,OPP-202501-ACC-1147-0,ACC-1147,LA,commit,67742.63,0.776,2025-03-28,low
2025-01-25,OPP-202501-ACC-1147-1,ACC-1147,LA,commit,66485.41,0.813,2025-02-13,low
2025-01-25,OPP-202501-ACC-1147-2,ACC-1147,LA,proposal,53826.59,0.58,2025-02-09,low
2025-01-25,OPP-202501-ACC-1147-3,ACC-1147,LA,proposal,46370.36,0.555,2025-05-20,medium
2025-01-25,OPP-202501-ACC-1148-0,ACC-1148,ME,proposal,37130.76,0.682,2025-02-25,low
2025-01-25,OPP-202501-ACC-1148-1,ACC-1148,ME,proposal,11990.87,0.649,2025-02-14,low
2025-01-25,OPP-202501-ACC-1148-2,ACC-1148,ME,solution-fit,34796.7,0.331,2025-05-11,high
2025-01-25,OPP-202501-ACC-1149-0,ACC-1149,AF,commit,7839.27,0.809,2025-03-27,high
2025-01-25,OPP-202501-ACC-1149-1,ACC-1149,AF,discover,14350.79,0.227,2025-03-06,high
2025-01-25,OPP-202501-ACC-1149-2,ACC-1149,AF,proposal,9654.12,0.553,2025-02-22,medium
2025-01-25,OPP-202501-ACC-1150-0,ACC-1150,NA,commit,61767.42,0.792,2025-04-23,low
2025-01-25,OPP-202501-ACC-1150-1,ACC-1150,NA,proposal,20580.89,0.657,2025-04-21,low
2025-01-25,OPP-202501-ACC-1150-2,ACC-1150,NA,solution-fit,73248.31,0.348,2025-03-16,high
2025-01-25,OPP-202501-ACC-1150-3,ACC-1150,NA,solution-fit,81959.29,0.493,2025-04-29,medium
