usage_date,account_id,active_users,weekly_sessions,support_tickets,satisfaction_score
2025-02-08,ACC-1201,433,4330,9,77.12
2025-02-08,ACC-1202,171,1539,4,77.72
2025-02-08,ACC-1203,48,576,0,88.06
2025-02-08,ACC-1204,589,7068,10,79.45
2025-02-08,ACC-1205,216,1296,4,80.45
2025-02-08,ACC-1206,56,504,1,92.09
2025-02-08,ACC-1207,688,6192,21,90.75
2025-02-08,ACC-1208,223,1561,2,94.27
2025-02-08,ACC-1209,84,336,3,86.57
2025-02-08,ACC-1210,719,7190,33,68.32
2025-02-08,ACC-1211,211,2110,7,82.45
2025-02-08,ACC-1212,87,609,1,83.51
2025-02-08,ACC-1213,463,5093,6,85.78
2025-02-08,ACC-1214,218,1526,7,85.24
2025-02-08,ACC-1215,47,188,1,77.54
2025-02-08,ACC-1216,663,4641,13,71.39
2025-02-08,ACC-1217,192,2304,4,72.37
2025-02-08,ACC-1218,78,936,1,72.58
2025-02-08,ACC-1219,723,7953,19,91.34
2025-02-08,ACC-1220,232,2784,10,74.96
2025-02-08,ACC-1221,51,612,0,87.01
2025-02-08,ACC-1222,532,5852,24,87.86
2025-02-08,ACC-1223,175,700,6,74.26
2025-02-08,ACC-1224,60,540,1,88.63
2025-02-08,ACC-1225,453,4983,8,83.04
2025-02-08,ACC-1226,141,1692,1,76.37
2025-02-08,ACC-1227,53,477,2,83.57
2025-02-08,ACC-1228,456,5472,13,77.67
2025-02-08,ACC-1229,232,1392,3,75.1
2025-02-08,ACC-1230,50,400,1,77.79
2025-02-08,ACC-1231,413,1652,17,87.62
2025-02-08,ACC-1232,223,2453,5,88.56
2025-02-08,ACC-1233,77,616,1,90.0
2025-02-08,ACC-1234,623,4984,28,75.98
2025-02-08,ACC-1235,166,1660,6,77.67
2025-02-08,ACC-1236,48,192,0,74.21
2025-02-08,ACC-1237,665,4655,16,70.11
2025-02-08,ACC-1238,166,1494,2,91.41
2025-02-08,ACC-1239,81,567,0,79.48
2025-02-15,ACC-1000,595,7140,6,75.15
2025-02-15,ACC-1001,130,780,2,72.08
2025-02-15,ACC-1002,63,693,3,84.6
2025-02-15,ACC-1003,596,5960,24,81.99
2025-02-15,ACC-1004,176,704,5,88.02
2025-02-15,ACC-1005,87,348,3,72.33
2025-02-15,ACC-1006,552,3312,6,77.99
2025-02-15,ACC-1007,181,1086,2,87.57
2025-02-15,ACC-1008,72,360,2,77.73
2025-02-15,ACC-1009,524,2620,13,83.05
2025-02-15,ACC-1010,186,1116,7,85.82
2025-02-15,ACC-1011,73,292,2,91.72
2025-02-15,ACC-1012,389,3890,18,71.72
2025-02-15,ACC-1013,185,2220,7,92.85
2025-02-15,ACC-1014,80,320,0,88.35
2025-02-15,ACC-1015,459,3672,9,70.94
2025-02-15,ACC-1016,182,1820,2,93.63
2025-02-15,ACC-1017,51,459,1,73.14
2025-02-15,ACC-1018,664,5976,7,93.31
2025-02-15,ACC-1019,131,655,1,79.88
2025-02-15,ACC-1020,60,360,2,90.6
2025-02-15,ACC-1021,618,7416,29,88.14
2025-02-15,ACC-1022,154,616,1,80.52
2025-02-15,ACC-1023,69,828,3,78.0
2025-02-15,ACC-1024,463,4630,16,81.51
2025-02-15,ACC-1025,153,1224,4,91.2
2025-02-15,ACC-1026,71,284,2,72.95
2025-02-15,ACC-1027,632,7584,27,85.98
2025-02-15,ACC-1028,224,2016,10,83.8
2025-02-15,ACC-1029,75,375,1,90.77
2025-02-15,ACC-1030,459,5049,17,73.54
2025-02-15,ACC-1031,217,1736,7,89.7
2025-02-15,ACC-1032,71,497,1,78.15
2025-02-15,ACC-1033,459,5049,10,79.9
2025-02-15,ACC-1034,166,664,7,78.2
2025-02-15,ACC-1035,57,228,2,95.48
2025-02-15,ACC-1036,464,5568,14,92.83
2025-02-15,ACC-1037,223,2453,7,94.02
2025-02-15,ACC-1038,75,450,2,80.48
2025-02-15,ACC-1039,425,1700,4,81.61
2025-02-15,ACC-1040,200,2200,6,81.06
2025-02-15,ACC-1041,81,972,2,72.69
2025-02-15,ACC-1042,611,2444,25,81.4
2025-02-15,ACC-1043,226,1808,3,91.17
2025-02-15,ACC-1044,64,448,2,81.35
2025-02-15,ACC-1045,625,3750,11,76.86
2025-02-15,ACC-1046,188,1692,9,79.4
2025-02-15,ACC-1047,85,935,2,85.56
2025-02-15,ACC-1048,469,1876,16,93.67
2025-02-15,ACC-1049,181,905,4,79.09
2025-02-15,ACC-1050,87,870,1,83.77
2025-02-15,ACC-1051,514,4112,13,82.61
2025-02-15,ACC-1052,151,1359,2,88.85
2025-02-15,ACC-1053,81,405,3,84.51
2025-02-15,ACC-1054,400,2000,15,86.02
2025-02-15,ACC-1055,159,1272,7,72.43
2025-02-15,ACC-1056,87,957,3,77.26
2025-02-15,ACC-1057,712,7832,12,73.55
2025-02-15,ACC-1058,172,2064,2,72.9
2025-02-15,ACC-1059,64,448,1,95.2
2025-02-15,ACC-1060,559,2795,19,76.27
2025-02-15,ACC-1061,226,2712,2,78.28
2025-02-15,ACC-1062,57,342,1,87.71
2025-02-15,ACC-1063,420,2520,9,92.64
2025-02-15,ACC-1064,171,1026,3,94.33
2025-02-15,ACC-1065,86,860,1,82.84
2025-02-15,ACC-1066,514,4112,24,77.63
2025-02-15,ACC-1067,188,1316,4,82.62
2025-02-15,ACC-1068,57,570,2,77.69
2025-02-15,ACC-1069,442,2652,17,82.79
2025-02-15,ACC-1070,149,1341,5,83.18
2025-02-15,ACC-1071,58,522,2,76.58
2025-02-15,ACC-1072,617,7404,18,90.76
2025-02-15,ACC-1073,133,1064,2,77.58
2025-02-15,ACC-1074,47,423,1,77.75
2025-02-15,ACC-1075,555,4440,25,91.0
2025-02-15,ACC-1076,174,1392,2,92.87
2025-02-15,ACC-1077,50,600,0,79.75
2025-02-15,ACC-1078,409,2045,13,93.3
2025-02-15,ACC-1079,139,1251,6,93.86
2025-02-15,ACC-1080,50,550,2,81.23
2025-02-15,ACC-1081,402,2010,14,78.07
2025-02-15,ACC-1082,205,1640,2,76.41
2025-02-15,ACC-1083,50,550,1,77.37
2025-02-15,ACC-1084,671,8052,22,87.56
2025-02-15,ACC-1085,193,772,5,77.87
2025-02-15,ACC-1086,76,456,2,71.95
2025-02-15,ACC-1087,386,2316,4,93.88
2025-02-15,ACC-1088,135,1485,6,73.51
2025-02-15,ACC-1089,62,496,1,87.32
2025-02-15,ACC-1090,683,5464,34,86.58
2025-02-15,ACC-1091,207,2277,2,90.03
2025-02-15,ACC-1092,58,290,2,83.15
2025-02-15,ACC-1093,416,3328,14,86.81
2025-02-15,ACC-1094,138,1518,2,76.78
2025-02-15,ACC-1095,54,648,1,95.05
2025-02-15,ACC-1096,460,1840,14,84.85
2025-02-15,ACC-1097,234,1638,3,77.1
2025-02-15,ACC-1098,58,696,1,90.27
2025-02-15,ACC-1099,697,4182,16,89.7
2025-02-15,ACC-1100,238,2142,6,78.38
2025-02-15,ACC-1101,86,602,2,82.28
2025-02-15,ACC-1102,610,5490,30,86.27
2025-02-15,ACC-1103,194,1164,6,76.34
2025-02-15,ACC-1104,76,380,3,85.73
2025-02-15,ACC-1105,574,2870,14,75.17
2025-02-15,ACC-1106,184,736,6,89.13
2025-02-15,ACC-1107,55,660,2,79.45
2025-02-15,ACC-1108,647,3882,18,89.53
2025-02-15,ACC-1109,134,1340,4,82.36
2025-02-15,ACC-1110,71,426,2,78.74
2025-02-15,ACC-1111,671,6039,16,76.66
2025-02-15,ACC-1112,224,1792,6,83.07
2025-02-15,ACC-1113,82,656,1,92.05
2025-02-15,ACC-1114,555,4995,26,91.32
2025-02-15,ACC-1115,145,725,4,83.77
2025-02-15,ACC-1116,67,603,0,86.94
2025-02-15,ACC-1117,476,3808,21,90.72
2025-02-15,ACC-1118,176,1056,3,80.29
2025-02-15,ACC-1119,55,660,1,76.78
2025-02-15,ACC-1120,469,4221,7,81.57
2025-02-15,ACC-1121,154,924,4,82.38
2025-02-15,ACC-1122,62,434,2,89.18
2025-02-15,ACC-1123,606,6666,9,84.98
2025-02-15,ACC-1124,228,2736,9,81.71
2025-02-15,ACC-1125,74,518,1,87.14
2025-02-15,ACC-1126,537,6444,26,79.17
2025-02-15,ACC-1127,191,1719,8,90.55
2025-02-15,ACC-1128,62,496,1,77.2
2025-02-15,ACC-1129,490,2450,14,84.66
2025-02-15,ACC-1130,202,1010,4,88.28
2025-02-15,ACC-1131,74,814,2,74.47
2025-02-15,ACC-1132,701,2804,26,72.91
2025-02-15,ACC-1133,178,890,4,91.88
2025-02-15,ACC-1134,57,342,1,76.1
2025-02-15,ACC-1135,691,4146,12,85.96
2025-02-15,ACC-1136,166,830,7,80.34
2025-02-15,ACC-1137,86,430,1,89.39
2025-02-15,ACC-1138,391,3910,9,76.83
2025-02-15,ACC-1139,185,925,4,85.86
2025-02-15,ACC-1140,48,576,2,89.57
2025-02-15,ACC-1141,611,6110,21,89.07
2025-02-15,ACC-1142,196,2156,8,76.19
2025-02-15,ACC-1143,88,352,3,89.93
2025-02-15,ACC-1144,628,4396,30,73.64
2025-02-15,ACC-1145,234,1404,9,73.72
2025-02-15,ACC-1146,56,392,2,81.89
2025-02-15,ACC-1147,565,3955,27,72.01
2025-02-15,ACC-1148,215,1720,3,78.63
2025-02-15,ACC-1149,83,664,2,91.59
2025-02-15,ACC-1150,719,2876,9,72.67
2025-02-15,ACC-1151,196,980,8,72.06
2025-02-15,ACC-1152,54,432,1,87.54
2025-02-15,ACC-1153,494,3952,5,79.04
2025-02-15,ACC-1154,213,2343,2,83.8
2025-02-15,ACC-1155,73,584,1,87.84
2025-02-15,ACC-1156,539,3773,19,78.32
2025-02-15,ACC-1157,154,1386,3,75.24
2025-02-15,ACC-1158,58,406,1,84.0
2025-02-15,ACC-1159,602,7224,18,82.34
2025-02-15,ACC-1160,235,940,11,78.3
2025-02-15,ACC-1161,77,385,1,87.35
2025-02-15,ACC-1162,728,3640,13,72.02
2025-02-15,ACC-1163,137,1233,4,89.99
2025-02-15,ACC-1164,80,480,2,81.19
2025-02-15,ACC-1165,487,4870,6,85.21
2025-02-15,ACC-1166,164,820,3,83.29
2025-02-15,ACC-1167,58,406,1,77.15
2025-02-15,ACC-1168,550,4950,11,79.1
2025-02-15,ACC-1169,164,1148,7,87.29
2025-02-15,ACC-1170,78,936,1,72.33
2025-02-15,ACC-1171,537,5907,6,91.65
2025-02-15,ACC-1172,218,2616,6,77.26
2025-02-15,ACC-1173,82,902,1,93.47
2025-02-15,ACC-1174,546,3276,18,79.79
2025-02-15,ACC-1175,195,975,8,93.11
2025-02-15,ACC-1176,65,650,2,87.23
2025-02-15,ACC-1177,657,3942,27,90.89
2025-02-15,ACC-1178,212,1908,8,79.23
2025-02-15,ACC-1179,68,748,1,94.52
2025-02-15,ACC-1180,611,5499,11,73.53
2025-02-15,ACC-1181,167,2004,7,80.69
2025-02-15,ACC-1182,47,376,1,88.15
2025-02-15,ACC-1183,721,5047,34,81.47
2025-02-15,ACC-1184,172,1548,6,90.5
2025-02-15,ACC-1185,74,444,2,83.31
2025-02-15,ACC-1186,584,3504,23,72.37
2025-02-15,ACC-1187,193,2123,4,85.66
2025-02-15,ACC-1188,49,294,1,85.61
2025-02-15,ACC-1189,516,6192,7,72.75
2025-02-15,ACC-1190,181,2172,7,86.91
2025-02-15,ACC-1191,65,455,1,81.15
2025-02-15,ACC-1192,695,7645,25,87.17
2025-02-15,ACC-1193,138,1518,5,86.59
2025-02-15,ACC-1194,65,520,1,93.9
2025-02-15,ACC-1195,547,4923,17,80.51
2025-02-15,ACC-1196,169,1014,2,80.2
2025-02-15,ACC-1197,59,236,1,75.47
2025-02-15,ACC-1198,545,5450,21,90.03
2025-02-15,ACC-1199,222,1554,10,76.22
2025-02-15,ACC-1200,53,583,2,73.69
2025-02-15,ACC-1201,586,2344,17,83.71
2025-02-15,ACC-1202,143,1430,6,82.76
2025-02-15,ACC-1203,60,660,2,74.64
2025-02-15,ACC-1204,483,5313,10,77.52
2025-02-15,ACC-1205,136,1088,3,83.05
2025-02-15,ACC-1206,86,1032,1,75.41
2025-02-15,ACC-1207,649,2596,17,92.07
2025-02-15,ACC-1208,193,1158,6,94.9
2025-02-15,ACC-1209,82,902,2,95.6
2025-02-15,ACC-1210,515,3090,20,82.87
2025-02-15,ACC-1211,181,2172,2,90.56
2025-02-15,ACC-1212,60,660,1,87.64
2025-02-15,ACC-1213,678,4746,19,88.09
2025-02-15,ACC-1214,148,1480,2,82.06
2025-02-15,ACC-1215,80,880,2,73.91
2025-02-15,ACC-1216,518,2072,20,90.06
2025-02-15,ACC-1217,217,2170,10,94.35
2025-02-15,ACC-1218,86,344,3,72.36
2025-02-15,ACC-1219,486,2430,10,72.84
2025-02-15,ACC-1220,187,2057,8,80.7
2025-02-15,ACC-1221,64,576,1,94.63
2025-02-15,ACC-1222,486,2430,6,81.84
2025-02-15,ACC-1223,146,1022,4,86.73
2025-02-15,ACC-1224,69,276,2,80.63
2025-02-15,ACC-1225,512,3584,23,71.35
2025-02-15,ACC-1226,184,1288,5,88.71
2025-02-15,ACC-1227,64,320,1,82.05
2025-02-15,ACC-1228,440,3520,10,89.56
2025-02-15,ACC-1229,209,1881,7,90.37
2025-02-15,ACC-1230,66,660,2,79.91
2025-02-15,ACC-1231,547,4376,24,91.93
2025-02-15,ACC-1232,209,2299,7,71.84
2025-02-15,ACC-1233,55,220,0,94.53
2025-02-15,ACC-1234,727,4362,26,86.97
2025-02-15,ACC-1235,188,1504,4,84.32
2025-02-15,ACC-1236,80,480,1,89.16
2025-02-15,ACC-1237,413,2065,15,89.05
2025-02-15,ACC-1238,141,564,3,72.25
2025-02-15,ACC-1239,85,680,1,76.82
2025-02-22,ACC-1000,707,8484,7,89.1
2025-02-22,ACC-1001,175,1225,5,90.26
2025-02-22,ACC-1002,72,792,2,80.3
2025-02-22,ACC-1003,466,2330,22,91.73
2025-02-22,ACC-1004,247,1976,10,74.89
2025-02-22,ACC-1005,87,696,1,76.66
2025-02-22,ACC-1006,420,4200,18,73.89
2025-02-22,ACC-1007,214,1070,3,85.79
2025-02-22,ACC-1008,52,572,0,78.5
2025-02-22,ACC-1009,438,1752,12,93.32
2025-02-22,ACC-1010,206,1030,3,84.99
2025-02-22,ACC-1011,61,305,2,72.56
2025-02-22,ACC-1012,460,4140,6,91.25
2025-02-22,ACC-1013,163,1956,6,81.67
2025-02-22,ACC-1014,73,657,2,74.15
2025-02-22,ACC-1015,529,5819,19,79.7
2025-02-22,ACC-1016,202,1212,4,73.95
2025-02-22,ACC-1017,67,335,2,82.69
2025-02-22,ACC-1018,401,2807,9,73.3
2025-02-22,ACC-1019,153,1071,3,81.57
2025-02-22,ACC-1020,48,432,2,71.82
2025-02-22,ACC-1021,578,5780,20,87.65
2025-02-22,ACC-1022,233,1864,3,82.41
2025-02-22,ACC-1023,49,343,0,77.88
2025-02-22,ACC-1024,584,6424,18,91.33
2025-02-22,ACC-1025,246,1968,10,78.0
2025-02-22,ACC-1026,85,595,0,76.61
2025-02-22,ACC-1027,559,5031,22,88.96
2025-02-22,ACC-1028,155,1395,6,93.26
2025-02-22,ACC-1029,83,415,2,90.36
2025-02-22,ACC-1030,440,2640,15,90.65
2025-02-22,ACC-1031,151,906,7,72.49
2025-02-22,ACC-1032,80,960,3,85.24
2025-02-22,ACC-1033,674,3370,26,78.37
2025-02-22,ACC-1034,207,2277,3,89.09
2025-02-22,ACC-1035,76,836,3,80.62
2025-02-22,ACC-1036,631,2524,14,83.76
2025-02-22,ACC-1037,184,1840,5,87.75
2025-02-22,ACC-1038,59,472,1,73.84
2025-02-22,ACC-1039,491,3437,20,75.25
2025-02-22,ACC-1040,156,1404,4,72.2
2025-02-22,ACC-1041,48,528,1,72.45
2025-02-22,ACC-1042,672,7392,32,82.26
2025-02-22,ACC-1043,153,1836,3,76.76
2025-02-22,ACC-1044,81,810,3,78.62
2025-02-22,ACC-1045,596,3576,12,85.06
2025-02-22,ACC-1046,143,1001,2,71.82
2025-02-22,ACC-1047,67,670,3,89.6
2025-02-22,ACC-1048,436,5232,16,89.88
2025-02-22,ACC-1049,135,675,3,91.96
2025-02-22,ACC-1050,50,350,0,88.86
2025-02-22,ACC-1051,578,5202,18,85.43
2025-02-22,ACC-1052,222,1554,10,82.86
2025-02-22,ACC-1053,83,830,3,95.49
2025-02-22,ACC-1054,568,2272,15,78.69
2025-02-22,ACC-1055,227,2043,5,80.67
2025-02-22,ACC-1056,50,450,1,72.61
2025-02-22,ACC-1057,527,4216,15,93.86
2025-02-22,ACC-1058,227,2043,11,86.84
2025-02-22,ACC-1059,62,372,1,93.02
2025-02-22,ACC-1060,426,3834,6,93.45
2025-02-22,ACC-1061,211,844,2,72.5
2025-02-22,ACC-1062,60,420,1,81.9
2025-02-22,ACC-1063,730,5840,25,78.99
2025-02-22,ACC-1064,149,745,5,77.08
2025-02-22,ACC-1065,66,792,2,78.47
2025-02-22,ACC-1066,478,3346,19,86.47
2025-02-22,ACC-1067,224,2016,8,75.19
2025-02-22,ACC-1068,50,550,0,78.22
2025-02-22,ACC-1069,496,3968,24,84.52
2025-02-22,ACC-1070,245,2205,7,79.85
2025-02-22,ACC-1071,56,224,2,93.71
2025-02-22,ACC-1072,479,4311,6,83.33
2025-02-22,ACC-1073,196,2156,6,82.2
2025-02-22,ACC-1074,46,506,1,78.52
2025-02-22,ACC-1075,625,2500,30,75.4
2025-02-22,ACC-1076,146,584,2,94.37
2025-02-22,ACC-1077,68,544,1,80.43
2025-02-22,ACC-1078,391,1955,17,85.21
2025-02-22,ACC-1079,139,1112,4,94.22
2025-02-22,ACC-1080,79,553,0,92.39
2025-02-22,ACC-1081,516,3096,8,80.27
2025-02-22,ACC-1082,136,816,2,75.4
2025-02-22,ACC-1083,63,630,0,94.28
2025-02-22,ACC-1084,662,5296,8,94.05
2025-02-22,ACC-1085,135,540,4,94.56
2025-02-22,ACC-1086,53,318,1,74.02
2025-02-22,ACC-1087,579,5211,21,88.08
2025-02-22,ACC-1088,174,696,7,90.1
2025-02-22,ACC-1089,73,657,2,80.88
2025-02-22,ACC-1090,521,3126,25,90.5
2025-02-22,ACC-1091,215,1505,9,84.18
2025-02-22,ACC-1092,84,756,3,79.73
2025-02-22,ACC-1093,459,2754,15,88.53
2025-02-22,ACC-1094,227,2270,5,87.21
2025-02-22,ACC-1095,72,792,1,75.67
2025-02-22,ACC-1096,640,6400,7,79.92
2025-02-22,ACC-1097,240,960,8,87.59
2025-02-22,ACC-1098,64,576,2,81.09
2025-02-22,ACC-1099,727,5089,19,75.48
2025-02-22,ACC-1100,197,1773,2,89.51
2025-02-22,ACC-1101,46,414,1,87.19
2025-02-22,ACC-1102,592,6512,28,82.69
2025-02-22,ACC-1103,144,1440,4,94.26
2025-02-22,ACC-1104,60,360,0,74.74
2025-02-22,ACC-1105,443,3987,11,78.06
2025-02-22,ACC-1106,192,1728,6,83.34
2025-02-22,ACC-1107,52,208,2,82.88
2025-02-22,ACC-1108,438,2628,19,71.47
2025-02-22,ACC-1109,223,892,8,80.77
2025-02-22,ACC-1110,51,459,1,92.04
2025-02-22,ACC-1111,601,5409,20,85.47
2025-02-22,ACC-1112,225,1800,3,93.93
2025-02-22,ACC-1113,46,276,1,73.64
2025-02-22,ACC-1114,459,3213,4,74.68
2025-02-22,ACC-1115,167,1169,1,85.85
2025-02-22,ACC-1116,49,490,1,74.01
2025-02-22,ACC-1117,476,5236,5,83.98
2025-02-22,ACC-1118,139,695,2,92.35
2025-02-22,ACC-1119,78,858,3,94.89
2025-02-22,ACC-1120,457,1828,20,77.23
2025-02-22,ACC-1121,182,728,6,88.28
2025-02-22,ACC-1122,85,680,2,74.05
2025-02-22,ACC-1123,650,3900,31,77.16
2025-02-22,ACC-1124,149,1639,1,83.72
2025-02-22,ACC-1125,66,792,1,93.02
2025-02-22,ACC-1126,416,3328,10,72.43
2025-02-22,ACC-1127,168,2016,7,72.7
2025-02-22,ACC-1128,48,384,1,86.38
2025-02-22,ACC-1129,612,3060,28,86.56
2025-02-22,ACC-1130,143,858,2,89.93
2025-02-22,ACC-1131,66,528,2,75.69
2025-02-22,ACC-1132,524,5764,6,94.51
2025-02-22,ACC-1133,202,1818,8,85.6
2025-02-22,ACC-1134,78,624,3,77.98
2025-02-22,ACC-1135,599,2995,25,77.94
2025-02-22,ACC-1136,228,2736,8,71.13
2025-02-22,ACC-1137,58,348,1,77.26
2025-02-22,ACC-1138,699,2796,12,71.2
2025-02-22,ACC-1139,223,1561,5,87.87
2025-02-22,ACC-1140,62,496,1,79.33
2025-02-22,ACC-1141,599,5990,16,77.35
2025-02-22,ACC-1142,224,2016,4,73.79
2025-02-22,ACC-1143,82,738,4,84.67
2025-02-22,ACC-1144,699,8388,28,83.28
2025-02-22,ACC-1145,228,1368,5,95.12
2025-02-22,ACC-1146,75,300,2,73.53
2025-02-22,ACC-1147,395,3160,16,84.32
2025-02-22,ACC-1148,236,2124,3,76.98
2025-02-22,ACC-1149,52,312,1,82.19
2025-02-22,ACC-1150,688,7568,12,75.78
2025-02-22,ACC-1151,212,1484,2,92.77
2025-02-22,ACC-1152,85,340,3,73.43
2025-02-22,ACC-1153,453,3624,6,82.73
2025-02-22,ACC-1154,151,906,3,84.45
2025-02-22,ACC-1155,54,594,2,88.62
2025-02-22,ACC-1156,654,3270,20,86.79
2025-02-22,ACC-1157,147,735,6,75.84
2025-02-22,ACC-1158,54,432,1,95.38
2025-02-22,ACC-1159,570,5700,12,73.07
2025-02-22,ACC-1160,147,1029,2,78.31
2025-02-22,ACC-1161,70,490,2,89.05
2025-02-22,ACC-1162,503,2515,23,92.1
2025-02-22,ACC-1163,234,2574,10,91.56
2025-02-22,ACC-1164,62,372,1,79.43
2025-02-22,ACC-1165,574,4018,19,88.94
2025-02-22,ACC-1166,155,1240,6,94.6
2025-02-22,ACC-1167,56,672,1,91.35
2025-02-22,ACC-1168,527,4743,7,93.31
2025-02-22,ACC-1169,158,1106,6,78.6
2025-02-22,ACC-1170,82,984,2,82.96
2025-02-22,ACC-1171,603,7236,13,89.35
2025-02-22,ACC-1172,186,2046,7,83.71
2025-02-22,ACC-1173,87,348,2,77.04
2025-02-22,ACC-1174,389,2723,10,93.57
2025-02-22,ACC-1175,211,1899,8,74.74
2025-02-22,ACC-1176,46,230,1,93.84
2025-02-22,ACC-1177,402,3216,18,71.29
2025-02-22,ACC-1178,215,2365,5,85.89
2025-02-22,ACC-1179,75,900,2,71.94
2025-02-22,ACC-1180,676,5408,12,88.22
2025-02-22,ACC-1181,208,1248,2,83.7
2025-02-22,ACC-1182,65,715,2,85.42
2025-02-22,ACC-1183,606,3636,16,73.72
2025-02-22,ACC-1184,202,2424,4,92.8
2025-02-22,ACC-1185,73,657,3,72.78
2025-02-22,ACC-1186,706,6354,16,87.45
2025-02-22,ACC-1187,164,1968,7,82.9
2025-02-22,ACC-1188,52,416,0,77.37
2025-02-22,ACC-1189,727,5089,26,91.21
2025-02-22,ACC-1190,132,1188,5,77.61
2025-02-22,ACC-1191,50,600,2,72.63
2025-02-22,ACC-1192,406,3248,7,90.79
2025-02-22,ACC-1193,244,2684,7,81.24
2025-02-22,ACC-1194,58,696,2,80.07
2025-02-22,ACC-1195,523,3661,22,89.08
2025-02-22,ACC-1196,164,984,6,82.02
2025-02-22,ACC-1197,69,759,2,81.05
2025-02-22,ACC-1198,570,4560,27,78.48
2025-02-22,ACC-1199,139,834,5,79.0
2025-02-22,ACC-1200,77,924,1,85.44
2025-02-22,ACC-1201,700,7000,28,77.82
2025-02-22,ACC-1202,150,1350,4,80.37
2025-02-22,ACC-1203,52,520,1,85.8
2025-02-22,ACC-1204,475,2375,10,72.65
2025-02-22,ACC-1205,161,1288,1,76.94
2025-02-22,ACC-1206,54,216,2,76.43
2025-02-22,ACC-1207,584,4088,20,81.42
2025-02-22,ACC-1208,190,2280,1,81.32
2025-02-22,ACC-1209,52,364,0,72.7
2025-02-22,ACC-1210,553,4424,18,83.15
2025-02-22,ACC-1211,161,1932,2,94.81
2025-02-22,ACC-1212,72,792,3,75.39
2025-02-22,ACC-1213,412,2060,7,86.13
2025-02-22,ACC-1214,167,1336,1,72.4
2025-02-22,ACC-1215,54,432,1,74.9
2025-02-22,ACC-1216,426,4686,17,74.46
2025-02-22,ACC-1217,192,2304,5,87.4
2025-02-22,ACC-1218,79,553,1,92.23
2025-02-22,ACC-1219,597,4776,15,93.53
2025-02-22,ACC-1220,208,1872,2,72.92
2025-02-22,ACC-1221,81,324,1,78.62
2025-02-22,ACC-1222,675,4050,17,92.33
2025-02-22,ACC-1223,186,744,4,88.47
2025-02-22,ACC-1224,56,616,1,71.93
2025-02-22,ACC-1225,716,5012,20,71.97
2025-02-22,ACC-1226,165,1980,3,87.28
2025-02-22,ACC-1227,73,292,3,74.14
2025-02-22,ACC-1228,565,2825,18,88.85
2025-02-22,ACC-1229,157,1727,6,75.26
2025-02-22,ACC-1230,87,522,3,81.63
2025-02-22,ACC-1231,547,2735,20,88.74
2025-02-22,ACC-1232,169,1183,3,77.04
2025-02-22,ACC-1233,51,459,1,89.66
2025-02-22,ACC-1234,718,6462,34,90.73
2025-02-22,ACC-1235,167,1169,5,81.88
2025-02-22,ACC-1236,78,624,2,93.32
2025-02-22,ACC-1237,502,6024,17,86.56
2025-02-22,ACC-1238,180,2160,8,92.93
2025-02-22,ACC-1239,70,350,1,94.46
2025-03-01,ACC-1000,530,2650,16,83.03
2025-03-01,ACC-1001,144,1728,3,92.03
2025-03-01,ACC-1002,78,624,3,79.55
2025-03-01,ACC-1003,386,3860,5,77.43
2025-03-01,ACC-1004,184,1840,3,91.4
2025-03-01,ACC-1005,81,405,1,93.82
2025-03-01,ACC-1006,460,2760,20,74.81
2025-03-01,ACC-1007,168,1680,2,86.11
2025-03-01,ACC-1008,87,783,1,95.05
2025-03-01,ACC-1009,600,4800,8,83.68
2025-03-01,ACC-1010,203,1015,5,72.52
2025-03-01,ACC-1011,75,750,3,91.52
2025-03-01,ACC-1012,524,5240,15,73.76
2025-03-01,ACC-1013,143,858,3,93.45
2025-03-01,ACC-1014,55,330,2,81.05
2025-03-01,ACC-1015,427,2989,14,88.58
2025-03-01,ACC-1016,183,1647,8,73.88
2025-03-01,ACC-1017,80,320,1,94.72
2025-03-01,ACC-1018,701,6309,24,91.08
2025-03-01,ACC-1019,174,696,6,90.36
2025-03-01,ACC-1020,55,330,2,83.27
2025-03-01,ACC-1021,717,7887,11,88.02
2025-03-01,ACC-1022,228,2736,9,87.42
2025-03-01,ACC-1023,58,696,2,87.38
2025-03-01,ACC-1024,703,3515,35,72.74
2025-03-01,ACC-1025,214,1926,8,79.67
2025-03-01,ACC-1026,55,605,1,73.71
2025-03-01,ACC-1027,479,2395,15,72.34
2025-03-01,ACC-1028,159,1431,7,84.79
2025-03-01,ACC-1029,47,423,1,76.43
2025-03-01,ACC-1030,445,4895,6,87.71
2025-03-01,ACC-1031,166,664,6,91.19
2025-03-01,ACC-1032,53,265,0,72.49
2025-03-01,ACC-1033,717,6453,19,77.49
2025-03-01,ACC-1034,195,1755,2,84.4
2025-03-01,ACC-1035,48,576,1,72.81
2025-03-01,ACC-1036,449,1796,15,75.47
2025-03-01,ACC-1037,187,1496,8,71.64
2025-03-01,ACC-1038,54,432,0,79.24
2025-03-01,ACC-1039,674,6066,29,88.2
2025-03-01,ACC-1040,243,1458,8,85.14
2025-03-01,ACC-1041,82,738,0,76.21
2025-03-01,ACC-1042,709,7799,7,79.6
2025-03-01,ACC-1043,187,2057,8,77.96
2025-03-01,ACC-1044,74,888,0,95.72
2025-03-01,ACC-1045,706,7060,26,70.47
2025-03-01,ACC-1046,218,1744,5,89.15
2025-03-01,ACC-1047,85,1020,4,85.13
