booking_date,region_code,account_id,product_family,booking_amount_usd,target_amount_usd,discount_pct,channel
2024-10-29,LA,ACC-1117,core-monitoring,7985.0,14623.0,0.18,digital
2024-10-29,AF,ACC-1125,security-analytics,2055.55,3597.88,0.179,partner
2024-10-29,AP,ACC-1164,security-analytics,2604.91,3774.01,0.054,partner
2024-10-29,LA,ACC-1165,core-monitoring,4467.58,7557.18,0.09,direct
2024-10-29,NA,ACC-1168,core-monitoring,6576.58,7151.53,0.141,partner
2024-10-29,EU,ACC-1205,automation-suite,7046.27,9003.38,0.022,partner
2024-10-29,AF,ACC-1215,security-analytics,2829.88,3500.78,0.136,digital
2024-10-29,EU,ACC-1217,automation-suite,2939.65,3264.28,0.078,direct
2024-10-29,NA,ACC-1228,core-monitoring,12951.59,15467.43,0.064,digital
2024-10-29,NA,ACC-1228,core-monitoring,8760.21,15467.43,0.121,partner
2024-10-30,LA,ACC-1009,core-monitoring,10752.29,14010.38,0.177,partner
2024-10-30,LA,ACC-1033,core-monitoring,8809.72,11133.88,0.034,direct
2024-10-30,ME,ACC-1070,automation-suite,2084.38,3068.54,0.132,digital
2024-10-30,AP,ACC-1074,security-analytics,1985.98,2902.99,0.027,direct
2024-10-30,AF,ACC-1077,security-analytics,1780.54,2059.11,0.063,direct
2024-10-30,LA,ACC-1093,core-monitoring,14883.35,16464.3,0.164,partner
2024-10-30,AF,ACC-1101,security-analytics,816.35,1177.29,0.163,digital
2024-10-30,AP,ACC-1104,security-analytics,2218.5,2579.71,0.142,direct
2024-10-30,AP,ACC-1116,security-analytics,3046.41,4002.43,0.093,direct
2024-10-30,AP,ACC-1122,security-analytics,1331.46,2086.88,0.119,partner
2024-10-30,AP,ACC-1122,security-analytics,1660.36,2086.88,0.025,digital
2024-10-30,ME,ACC-1124,automation-suite,2599.99,4083.75,0.171,digital
2024-10-30,NA,ACC-1144,core-monitoring,5047.3,6278.4,0.091,partner
2024-10-30,ME,ACC-1154,automation-suite,5680.32,6776.01,0.159,partner
2024-10-30,LA,ACC-1165,core-monitoring,4617.4,7557.18,0.104,digital
2024-10-30,AF,ACC-1167,security-analytics,1650.59,2172.33,0.07,digital
2024-10-30,ME,ACC-1190,automation-suite,3231.12,4464.81,0.121,direct
2024-10-30,AP,ACC-1194,security-analytics,1208.27,1401.66,0.126,partner
2024-10-30,AF,ACC-1197,security-analytics,1986.11,2564.64,0.028,digital
2024-10-30,LA,ACC-1213,core-monitoring,11940.51,16261.62,0.139,digital
2024-10-30,ME,ACC-1220,automation-suite,3959.79,6371.19,0.066,partner
2024-10-30,NA,ACC-1222,core-monitoring,11787.45,14747.3,0.084,direct
2024-10-30,AP,ACC-1224,security-analytics,1379.99,2479.9,0.077,partner
2024-10-30,NA,ACC-1228,core-monitoring,9190.87,15467.43,0.04,partner
2024-10-30,AF,ACC-1233,security-analytics,823.24,1394.1,0.175,partner
2024-10-30,ME,ACC-1238,automation-suite,4118.48,5137.41,0.038,partner
2024-10-31,AF,ACC-1005,security-analytics,1068.47,1182.73,0.189,digital
2024-10-31,AF,ACC-1029,security-analytics,1913.23,2741.89,0.056,digital
2024-10-31,LA,ACC-1051,core-monitoring,7963.65,11457.98,0.185,direct
2024-10-31,LA,ACC-1099,core-monitoring,4802.01,6272.08,0.049,direct
2024-10-31,AF,ACC-1101,security-analytics,789.27,1177.29,0.129,direct
2024-10-31,EU,ACC-1103,automation-suite,5173.62,5769.77,0.119,digital
2024-10-31,AP,ACC-1110,security-analytics,2454.94,3961.98,0.092,partner
2024-10-31,AF,ACC-1113,security-analytics,1753.39,3032.05,0.065,direct
2024-10-31,ME,ACC-1130,automation-suite,2646.84,3299.43,0.072,digital
2024-10-31,AF,ACC-1161,security-analytics,2313.56,3278.88,0.059,partner
2024-10-31,ME,ACC-1178,automation-suite,2038.89,3750.45,0.118,direct
2024-10-31,NA,ACC-1198,core-monitoring,3030.98,5703.45,0.184,partner
2024-10-31,EU,ACC-1211,automation-suite,3656.73,4246.8,0.04,partner
2024-10-31,NA,ACC-1216,core-monitoring,4201.69,5341.78,0.142,digital
2024-10-31,NA,ACC-1234,core-monitoring,3128.02,5445.28,0.106,digital
2024-11-01,LA,ACC-1003,core-monitoring,7556.13,11509.25,0.066,digital
2024-11-01,NA,ACC-1006,core-monitoring,14286.52,15806.1,0.129,partner
2024-11-01,AP,ACC-1008,security-analytics,1256.42,1762.11,0.178,direct
2024-11-01,AF,ACC-1011,security-analytics,1794.45,3242.2,0.052,direct
2024-11-01,EU,ACC-1019,automation-suite,3581.92,4149.56,0.135,digital
2024-11-01,LA,ACC-1021,core-monitoring,7016.47,8234.23,0.032,digital
2024-11-01,AP,ACC-1026,security-analytics,3371.09,3910.82,0.042,digital
2024-11-01,EU,ACC-1043,automation-suite,4378.87,5001.71,0.144,direct
2024-11-01,ME,ACC-1100,automation-suite,5915.03,9049.81,0.143,direct
2024-11-01,ME,ACC-1106,automation-suite,2996.85,4853.51,0.173,digital
2024-11-01,AP,ACC-1110,security-analytics,2413.22,3961.98,0.184,partner
2024-11-01,ME,ACC-1118,automation-suite,2416.43,3116.19,0.064,direct
2024-11-01,AP,ACC-1122,security-analytics,1131.79,2086.88,0.152,partner
2024-11-01,ME,ACC-1130,automation-suite,1745.09,3299.43,0.053,direct
2024-11-01,NA,ACC-1138,core-monitoring,6274.04,8773.77,0.039,partner
2024-11-01,EU,ACC-1139,automation-suite,4193.32,7284.22,0.105,direct
2024-11-01,LA,ACC-1171,core-monitoring,7051.94,11898.2,0.149,direct
2024-11-01,AF,ACC-1179,security-analytics,1190.13,1879.69,0.04,direct
2024-11-01,ME,ACC-1184,automation-suite,2500.42,4453.45,0.081,digital
2024-11-01,AF,ACC-1191,security-analytics,1316.98,2338.02,0.07,digital
2024-11-01,ME,ACC-1196,automation-suite,2490.35,3521.61,0.168,digital
2024-11-01,EU,ACC-1217,automation-suite,1897.31,3264.28,0.123,digital
2024-11-02,AP,ACC-1002,security-analytics,1823.4,3265.92,0.178,digital
2024-11-02,NA,ACC-1006,core-monitoring,12180.2,15806.1,0.096,partner
2024-11-02,ME,ACC-1010,automation-suite,3582.91,5791.77,0.189,direct
2024-11-02,EU,ACC-1019,automation-suite,3222.72,4149.56,0.133,direct
2024-11-02,ME,ACC-1040,automation-suite,4730.31,5972.19,0.143,direct
2024-11-02,LA,ACC-1081,core-monitoring,5780.26,7886.78,0.079,digital
2024-11-02,ME,ACC-1082,automation-suite,1716.32,3053.6,0.118,digital
2024-11-02,NA,ACC-1102,core-monitoring,5229.85,9967.55,0.116,partner
2024-11-02,ME,ACC-1112,automation-suite,4491.02,5370.2,0.05,partner
2024-11-02,AF,ACC-1119,security-analytics,3209.19,3474.99,0.17,direct
2024-11-02,NA,ACC-1120,core-monitoring,9813.46,13776.7,0.063,partner
2024-11-02,LA,ACC-1123,core-monitoring,3985.29,5403.75,0.062,partner
2024-11-02,AF,ACC-1125,security-analytics,2506.29,3597.88,0.112,direct
2024-11-02,NA,ACC-1126,core-monitoring,12872.78,17787.17,0.112,direct
2024-11-02,EU,ACC-1133,automation-suite,4252.36,7237.25,0.167,direct
2024-11-02,EU,ACC-1151,automation-suite,2599.77,4190.79,0.095,digital
2024-11-02,ME,ACC-1172,automation-suite,5998.87,9040.47,0.071,partner
2024-11-02,LA,ACC-1189,core-monitoring,8612.68,10062.83,0.171,direct
2024-11-02,ME,ACC-1202,automation-suite,4811.49,5966.68,0.129,digital
2024-11-02,ME,ACC-1202,automation-suite,4759.5,5966.68,0.125,partner
2024-11-02,AF,ACC-1203,security-analytics,2006.01,2561.89,0.046,direct
2024-11-02,ME,ACC-1226,automation-suite,5862.96,8057.41,0.05,partner
2024-11-02,NA,ACC-1228,core-monitoring,10609.15,15467.43,0.129,digital
2024-11-02,LA,ACC-1231,core-monitoring,3136.12,4926.35,0.087,partner
2024-11-02,AF,ACC-1239,security-analytics,1540.01,1853.5,0.04,digital
2024-11-03,ME,ACC-1034,automation-suite,6203.87,7089.77,0.077,direct
2024-11-03,AF,ACC-1035,security-analytics,2164.25,3764.97,0.064,partner
2024-11-03,EU,ACC-1043,automation-suite,3305.15,5001.71,0.045,partner
2024-11-03,EU,ACC-1043,automation-suite,3036.76,5001.71,0.071,digital
2024-11-03,AP,ACC-1050,security-analytics,1882.1,2695.18,0.1,digital
2024-11-03,ME,ACC-1076,automation-suite,2128.78,3581.31,0.103,partner
2024-11-03,AP,ACC-1092,security-analytics,2259.26,4018.45,0.134,partner
2024-11-03,AP,ACC-1104,security-analytics,1512.52,2579.71,0.059,partner
2024-11-03,LA,ACC-1105,core-monitoring,6417.76,12239.6,0.032,digital
2024-11-03,ME,ACC-1112,automation-suite,4207.21,5370.2,0.182,digital
2024-11-03,AF,ACC-1119,security-analytics,2083.71,3474.99,0.094,partner
2024-11-03,AP,ACC-1134,security-analytics,812.2,1238.04,0.177,partner
2024-11-03,ME,ACC-1142,automation-suite,5067.56,6408.59,0.054,partner
2024-11-03,AP,ACC-1158,security-analytics,2037.95,2669.26,0.035,digital
2024-11-03,ME,ACC-1184,automation-suite,2923.7,4453.45,0.141,direct
2024-11-03,NA,ACC-1192,core-monitoring,9878.52,13045.4,0.045,partner
2024-11-03,ME,ACC-1208,automation-suite,2872.23,3209.86,0.046,partner
2024-11-04,ME,ACC-1004,automation-suite,2134.52,2906.7,0.089,direct
2024-11-04,AF,ACC-1005,security-analytics,906.18,1182.73,0.152,partner
2024-11-04,EU,ACC-1007,automation-suite,2112.69,3011.73,0.079,digital
2024-11-04,AF,ACC-1011,security-analytics,1683.81,3242.2,0.121,direct
2024-11-04,AF,ACC-1011,security-analytics,2413.0,3242.2,0.156,digital
2024-11-04,EU,ACC-1013,automation-suite,5968.91,7975.29,0.049,digital
2024-11-04,NA,ACC-1024,core-monitoring,4432.75,5112.43,0.032,digital
2024-11-04,AF,ACC-1029,security-analytics,2179.53,2741.89,0.043,partner
2024-11-04,EU,ACC-1037,automation-suite,4236.51,8096.93,0.024,partner
2024-11-04,NA,ACC-1054,core-monitoring,10604.06,12879.4,0.1,direct
2024-11-04,EU,ACC-1055,automation-suite,3568.88,6059.59,0.139,partner
2024-11-04,ME,ACC-1058,automation-suite,2913.47,3547.41,0.131,digital
2024-11-04,NA,ACC-1078,core-monitoring,9178.1,10332.2,0.076,direct
2024-11-04,AF,ACC-1101,security-analytics,1038.61,1177.29,0.068,digital
2024-11-04,AP,ACC-1104,security-analytics,1695.11,2579.71,0.132,direct
2024-11-04,ME,ACC-1136,automation-suite,5182.02,8255.46,0.088,partner
2024-11-04,NA,ACC-1138,core-monitoring,5629.19,8773.77,0.142,digital
2024-11-04,LA,ACC-1147,core-monitoring,6168.61,8269.3,0.078,digital
2024-11-04,ME,ACC-1148,automation-suite,6231.31,7866.61,0.128,partner
2024-11-04,LA,ACC-1153,core-monitoring,12876.41,17226.53,0.114,partner
2024-11-04,LA,ACC-1153,core-monitoring,11280.58,17226.53,0.06,direct
2024-11-04,ME,ACC-1166,automation-suite,3121.66,4493.42,0.057,partner
2024-11-04,EU,ACC-1175,automation-suite,7813.38,9038.64,0.072,direct
2024-11-04,NA,ACC-1180,core-monitoring,10698.11,17101.92,0.152,digital
2024-11-04,ME,ACC-1190,automation-suite,4058.51,4464.81,0.115,partner
2024-11-04,EU,ACC-1199,automation-suite,2375.78,2729.92,0.047,partner
2024-11-04,LA,ACC-1213,core-monitoring,14155.04,16261.62,0.06,direct
2024-11-04,AF,ACC-1239,security-analytics,1338.26,1853.5,0.071,direct
2024-11-05,LA,ACC-1021,core-monitoring,6130.17,8234.23,0.025,digital
2024-11-05,AP,ACC-1026,security-analytics,3243.41,3910.82,0.126,digital
2024-11-05,EU,ACC-1031,automation-suite,4554.87,8201.96,0.075,partner
2024-11-05,NA,ACC-1048,core-monitoring,8511.21,16278.75,0.103,digital
2024-11-05,LA,ACC-1051,core-monitoring,6460.52,11457.98,0.159,digital
2024-11-05,LA,ACC-1057,core-monitoring,9803.78,17024.15,0.037,digital
2024-11-05,EU,ACC-1061,automation-suite,6319.34,8298.44,0.149,digital
2024-11-05,AP,ACC-1062,security-analytics,1720.22,1889.6,0.091,direct
2024-11-05,AP,ACC-1068,security-analytics,2722.64,3128.71,0.182,partner
2024-11-05,EU,ACC-1073,automation-suite,7562.21,8335.95,0.05,direct
2024-11-05,NA,ACC-1084,core-monitoring,7034.56,8740.9,0.14,direct
2024-11-05,AP,ACC-1086,security-analytics,3016.24,3551.94,0.088,direct
2024-11-05,NA,ACC-1090,core-monitoring,3889.44,4927.75,0.135,direct
2024-11-05,EU,ACC-1109,automation-suite,3443.77,3763.75,0.092,partner
2024-11-05,AP,ACC-1128,security-analytics,2212.82,3242.92,0.039,partner
2024-11-05,AF,ACC-1137,security-analytics,1506.68,2442.38,0.18,digital
2024-11-05,LA,ACC-1141,core-monitoring,15302.96,17083.35,0.129,direct
2024-11-05,NA,ACC-1156,core-monitoring,3213.56,4999.85,0.057,digital
2024-11-05,AF,ACC-1173,security-analytics,1389.26,2293.42,0.099,direct
2024-11-05,LA,ACC-1177,core-monitoring,6894.15,9522.43,0.172,direct
2024-11-05,AP,ACC-1182,security-analytics,3402.28,3888.36,0.085,partner
2024-11-05,LA,ACC-1183,core-monitoring,2577.59,4541.2,0.064,partner
2024-11-05,LA,ACC-1201,core-monitoring,6097.99,10840.25,0.15,partner
2024-11-05,AP,ACC-1206,security-analytics,2259.03,3443.31,0.055,digital
2024-11-05,LA,ACC-1207,core-monitoring,9139.67,10375.48,0.049,partner
2024-11-05,LA,ACC-1213,core-monitoring,10361.05,16261.62,0.06,direct
2024-11-05,LA,ACC-1219,core-monitoring,7676.04,8557.05,0.188,direct
2024-11-05,LA,ACC-1219,core-monitoring,5266.16,8557.05,0.166,digital
2024-11-05,AF,ACC-1221,security-analytics,2168.96,3428.23,0.034,partner
2024-11-06,ME,ACC-1016,automation-suite,4544.99,8366.12,0.082,partner
2024-11-06,NA,ACC-1048,core-monitoring,13197.67,16278.75,0.159,direct
2024-11-06,NA,ACC-1054,core-monitoring,7090.41,12879.4,0.143,direct
2024-11-06,AF,ACC-1059,security-analytics,1941.05,2606.8,0.108,partner
2024-11-06,AP,ACC-1062,security-analytics,1345.95,1889.6,0.166,direct
2024-11-06,AP,ACC-1062,security-analytics,1140.06,1889.6,0.146,direct
2024-11-06,NA,ACC-1066,core-monitoring,6880.96,8342.58,0.15,direct
2024-11-06,AP,ACC-1068,security-analytics,1777.27,3128.71,0.17,digital
2024-11-06,NA,ACC-1072,core-monitoring,6805.38,8147.78,0.13,partner
2024-11-06,AP,ACC-1074,security-analytics,2017.26,2902.99,0.025,direct
2024-11-06,NA,ACC-1090,core-monitoring,3213.64,4927.75,0.073,direct
2024-11-06,NA,ACC-1108,core-monitoring,6971.6,8161.23,0.119,partner
2024-11-06,LA,ACC-1111,core-monitoring,13151.14,17000.78,0.167,direct
2024-11-06,LA,ACC-1117,core-monitoring,9760.7,14623.0,0.165,direct
2024-11-06,LA,ACC-1129,core-monitoring,5680.97,7845.7,0.039,digital
2024-11-06,LA,ACC-1129,core-monitoring,6299.02,7845.7,0.181,direct
2024-11-06,EU,ACC-1139,automation-suite,4802.14,7284.22,0.15,partner
2024-11-06,EU,ACC-1151,automation-suite,2692.62,4190.79,0.1,partner
2024-11-06,AP,ACC-1152,security-analytics,1405.75,2742.93,0.11,digital
2024-11-06,NA,ACC-1168,core-monitoring,5483.84,7151.53,0.131,digital
2024-11-06,ME,ACC-1184,automation-suite,3672.57,4453.45,0.026,partner
2024-11-06,EU,ACC-1193,automation-suite,2714.41,4892.27,0.077,partner
2024-11-06,NA,ACC-1216,core-monitoring,3994.13,5341.78,0.105,direct
2024-11-06,AF,ACC-1227,security-analytics,1842.99,2151.59,0.088,direct
2024-11-06,AP,ACC-1230,security-analytics,2945.66,3703.9,0.116,digital
2024-11-06,AF,ACC-1239,security-analytics,1243.06,1853.5,0.054,digital
2024-11-07,NA,ACC-1000,core-monitoring,6650.4,12099.98,0.175,digital
2024-11-07,ME,ACC-1022,automation-suite,5085.99,7135.79,0.055,partner
2024-11-07,ME,ACC-1028,automation-suite,4145.27,4585.69,0.154,digital
2024-11-07,AP,ACC-1056,security-analytics,2925.4,3740.49,0.052,digital
2024-11-07,EU,ACC-1061,automation-suite,5174.78,8298.44,0.059,digital
2024-11-07,EU,ACC-1067,automation-suite,3901.54,4456.49,0.063,partner
2024-11-07,AF,ACC-1077,security-analytics,1134.8,2059.11,0.17,digital
2024-11-07,AP,ACC-1080,security-analytics,2584.55,3739.32,0.092,digital
2024-11-07,ME,ACC-1094,automation-suite,4449.07,5196.04,0.142,partner
2024-11-07,EU,ACC-1145,automation-suite,2368.57,4120.53,0.111,partner
2024-11-07,EU,ACC-1157,automation-suite,3522.1,6893.58,0.148,digital
2024-11-07,NA,ACC-1162,core-monitoring,10727.33,15202.2,0.184,partner
2024-11-07,NA,ACC-1162,core-monitoring,12017.58,15202.2,0.181,digital
2024-11-07,EU,ACC-1163,automation-suite,6523.4,8518.0,0.178,digital
2024-11-07,EU,ACC-1163,automation-suite,7089.81,8518.0,0.129,direct
2024-11-07,NA,ACC-1174,core-monitoring,3914.91,5648.18,0.178,partner
2024-11-07,AP,ACC-1176,security-analytics,2510.87,3736.62,0.151,direct
2024-11-07,AF,ACC-1179,security-analytics,1273.63,1879.69,0.187,digital
2024-11-07,EU,ACC-1187,automation-suite,2503.25,4420.88,0.107,direct
2024-11-07,ME,ACC-1190,automation-suite,3839.7,4464.81,0.048,digital
2024-11-07,NA,ACC-1204,core-monitoring,4642.66,6797.25,0.168,digital
2024-11-07,ME,ACC-1220,automation-suite,5296.8,6371.19,0.051,partner
2024-11-07,EU,ACC-1223,automation-suite,3921.26,4983.09,0.04,direct
2024-11-08,EU,ACC-1001,automation-suite,5742.94,6881.12,0.114,direct
2024-11-08,EU,ACC-1025,automation-suite,3718.26,4873.46,0.093,digital
2024-11-08,ME,ACC-1028,automation-suite,3457.4,4585.69,0.09,direct
2024-11-08,LA,ACC-1045,core-monitoring,8546.23,11633.4,0.121,digital
2024-11-08,AP,ACC-1050,security-analytics,2478.31,2695.18,0.157,partner
2024-11-08,LA,ACC-1063,core-monitoring,4513.93,7417.95,0.084,direct
2024-11-08,ME,ACC-1064,automation-suite,1868.98,3085.14,0.144,digital
2024-11-08,AF,ACC-1077,security-analytics,1804.22,2059.11,0.025,partner
2024-11-08,AF,ACC-1089,security-analytics,1816.03,2822.53,0.087,direct
2024-11-08,EU,ACC-1091,automation-suite,5794.13,8719.37,0.177,digital
2024-11-08,EU,ACC-1097,automation-suite,6687.2,8518.08,0.057,partner
2024-11-08,AP,ACC-1098,security-analytics,2508.85,3339.59,0.162,digital
2024-11-08,LA,ACC-1111,core-monitoring,12327.52,17000.78,0.161,digital
2024-11-08,AF,ACC-1119,security-analytics,2052.76,3474.99,0.148,direct
2024-11-08,EU,ACC-1127,automation-suite,2903.03,3299.43,0.117,direct
2024-11-08,LA,ACC-1141,core-monitoring,9525.41,17083.35,0.13,direct
2024-11-08,NA,ACC-1144,core-monitoring,5282.11,6278.4,0.1,digital
2024-11-08,EU,ACC-1145,automation-suite,2241.67,4120.53,0.13,direct
2024-11-08,AP,ACC-1146,security-analytics,2159.27,2993.53,0.089,direct
2024-11-08,AF,ACC-1161,security-analytics,3017.27,3278.88,0.079,digital
2024-11-08,AF,ACC-1185,security-analytics,794.34,1146.06,0.038,direct
2024-11-08,AP,ACC-1194,security-analytics,1127.99,1401.66,0.02,direct
2024-11-08,AF,ACC-1209,security-analytics,2076.52,2811.96,0.145,partner
2024-11-08,LA,ACC-1213,core-monitoring,9333.44,16261.62,0.081,direct
2024-11-08,AP,ACC-1218,security-analytics,1457.46,1727.33,0.153,digital
2024-11-08,AF,ACC-1221,security-analytics,2341.67,3428.23,0.106,digital
2024-11-08,ME,ACC-1232,automation-suite,4344.01,5567.34,0.167,partner
2024-11-08,NA,ACC-1234,core-monitoring,4234.86,5445.28,0.169,direct
2024-11-08,ME,ACC-1238,automation-suite,4455.55,5137.41,0.114,digital
2024-11-09,EU,ACC-1001,automation-suite,6122.92,6881.12,0.026,direct
2024-11-09,EU,ACC-1031,automation-suite,4526.3,8201.96,0.138,partner
2024-11-09,AF,ACC-1035,security-analytics,2593.91,3764.97,0.041,digital
2024-11-09,AP,ACC-1044,security-analytics,2482.58,4039.65,0.115,direct
2024-11-09,AP,ACC-1050,security-analytics,1970.21,2695.18,0.077,partner
2024-11-09,LA,ACC-1057,core-monitoring,11309.24,17024.15,0.036,digital
2024-11-09,NA,ACC-1072,core-monitoring,4928.92,8147.78,0.171,partner
2024-11-09,LA,ACC-1075,core-monitoring,4134.19,7184.62,0.091,direct
2024-11-09,AF,ACC-1083,security-analytics,1775.26,3361.23,0.161,direct
2024-11-09,NA,ACC-1096,core-monitoring,7043.13,11653.2,0.144,digital
2024-11-09,EU,ACC-1097,automation-suite,6984.3,8518.08,0.187,partner
2024-11-09,AF,ACC-1101,security-analytics,643.91,1177.29,0.128,digital
2024-11-09,NA,ACC-1114,core-monitoring,6448.39,9675.98,0.073,partner
2024-11-09,LA,ACC-1117,core-monitoring,8440.42,14623.0,0.087,digital
2024-11-09,AF,ACC-1131,security-analytics,3373.85,4025.74,0.103,digital
2024-11-09,AP,ACC-1134,security-analytics,903.35,1238.04,0.118,partner
2024-11-09,ME,ACC-1142,automation-suite,5225.76,6408.59,0.031,partner
2024-11-09,NA,ACC-1162,core-monitoring,11492.44,15202.2,0.176,partner
2024-11-09,NA,ACC-1174,core-monitoring,4889.79,5648.18,0.099,direct
2024-11-09,ME,ACC-1190,automation-suite,3833.98,4464.81,0.139,direct
2024-11-09,NA,ACC-1216,core-monitoring,4576.39,5341.78,0.175,partner
2024-11-10,AP,ACC-1002,security-analytics,2390.85,3265.92,0.164,direct
2024-11-10,AF,ACC-1005,security-analytics,893.28,1182.73,0.123,direct
2024-11-10,EU,ACC-1007,automation-suite,2345.85,3011.73,0.04,partner
2024-11-10,NA,ACC-1030,core-monitoring,13794.4,16532.03,0.027,partner
2024-11-10,AP,ACC-1032,security-analytics,2086.36,2770.56,0.149,direct
2024-11-10,AF,ACC-1071,security-analytics,966.03,1526.31,0.067,digital
2024-11-10,EU,ACC-1091,automation-suite,4914.93,8719.37,0.021,partner
2024-11-10,AP,ACC-1098,security-analytics,2979.82,3339.59,0.128,digital
2024-11-10,AF,ACC-1101,security-analytics,923.48,1177.29,0.16,partner
2024-11-10,NA,ACC-1108,core-monitoring,7437.6,8161.23,0.07,direct
2024-11-10,NA,ACC-1108,core-monitoring,4990.48,8161.23,0.171,digital
2024-11-10,EU,ACC-1109,automation-suite,3259.6,3763.75,0.127,direct
2024-11-10,EU,ACC-1115,automation-suite,4327.69,4825.01,0.141,direct
2024-11-10,LA,ACC-1117,core-monitoring,8937.74,14623.0,0.176,direct
2024-11-10,AP,ACC-1140,security-analytics,943.79,1397.65,0.025,direct
2024-11-10,AP,ACC-1224,security-analytics,1786.68,2479.9,0.188,digital
2024-11-10,EU,ACC-1229,automation-suite,3240.16,5842.99,0.154,digital
2024-11-11,LA,ACC-1003,core-monitoring,6820.13,11509.25,0.151,direct
2024-11-11,NA,ACC-1018,core-monitoring,9467.35,12489.8,0.188,partner
2024-11-11,NA,ACC-1036,core-monitoring,11210.6,15316.62,0.051,partner
2024-11-11,AF,ACC-1041,security-analytics,999.27,1612.53,0.115,digital
2024-11-11,LA,ACC-1045,core-monitoring,9005.33,11633.4,0.042,direct
2024-11-11,ME,ACC-1046,automation-suite,2938.91,4073.14,0.146,partner
2024-11-11,EU,ACC-1049,automation-suite,2868.7,5421.92,0.043,direct
2024-11-11,AP,ACC-1056,security-analytics,2558.97,3740.49,0.09,direct
2024-11-11,LA,ACC-1057,core-monitoring,10241.26,17024.15,0.179,digital
2024-11-11,EU,ACC-1073,automation-suite,4255.37,8335.95,0.12,direct
2024-11-11,ME,ACC-1076,automation-suite,2391.87,3581.31,0.12,direct
2024-11-11,AP,ACC-1080,security-analytics,2137.11,3739.32,0.167,digital
2024-11-11,NA,ACC-1084,core-monitoring,4851.77,8740.9,0.172,digital
2024-11-11,EU,ACC-1091,automation-suite,4642.98,8719.37,0.15,digital
2024-11-11,ME,ACC-1100,automation-suite,5933.28,9049.81,0.158,direct
2024-11-11,AP,ACC-1122,security-analytics,1144.58,2086.88,0.11,direct
2024-11-11,EU,ACC-1127,automation-suite,2764.67,3299.43,0.054,digital
2024-11-11,EU,ACC-1133,automation-suite,4041.52,7237.25,0.142,partner
2024-11-11,EU,ACC-1139,automation-suite,5224.64,7284.22,0.065,direct
2024-11-11,NA,ACC-1156,core-monitoring,3200.75,4999.85,0.141,direct
2024-11-11,ME,ACC-1160,automation-suite,3640.28,4375.17,0.121,direct
2024-11-11,AP,ACC-1170,security-analytics,1929.03,3325.9,0.115,digital
2024-11-11,ME,ACC-1172,automation-suite,7951.65,9040.47,0.09,partner
2024-11-11,AF,ACC-1179,security-analytics,1300.97,1879.69,0.169,direct
2024-11-11,AF,ACC-1185,security-analytics,999.22,1146.06,0.077,digital
2024-11-11,AP,ACC-1188,security-analytics,2578.69,3498.57,0.138,digital
2024-11-11,AF,ACC-1197,security-analytics,2275.58,2564.64,0.081,direct
2024-11-11,NA,ACC-1198,core-monitoring,4230.48,5703.45,0.136,direct
2024-11-11,EU,ACC-1199,automation-suite,2109.98,2729.92,0.061,partner
2024-11-11,ME,ACC-1214,automation-suite,2883.71,5315.74,0.184,digital
2024-11-11,AF,ACC-1227,security-analytics,1611.16,2151.59,0.059,digital
2024-11-11,EU,ACC-1229,automation-suite,3753.0,5842.99,0.16,partner
2024-11-12,EU,ACC-1001,automation-suite,6357.02,6881.12,0.051,partner
2024-11-12,EU,ACC-1007,automation-suite,1596.14,3011.73,0.164,direct
2024-11-12,ME,ACC-1010,automation-suite,4947.26,5791.77,0.036,direct
2024-11-12,AP,ACC-1020,security-analytics,1346.67,1826.95,0.136,partner
2024-11-12,LA,ACC-1033,core-monitoring,9363.33,11133.88,0.024,direct
2024-11-12,AP,ACC-1038,security-analytics,1875.12,3400.69,0.116,digital
2024-11-12,AF,ACC-1047,security-analytics,906.71,1635.66,0.026,partner
2024-11-12,AF,ACC-1059,security-analytics,2200.18,2606.8,0.15,partner
2024-11-12,AP,ACC-1074,security-analytics,1935.08,2902.99,0.076,digital
2024-11-12,LA,ACC-1087,core-monitoring,10265.95,15362.33,0.131,partner
2024-11-12,NA,ACC-1096,core-monitoring,7612.21,11653.2,0.034,direct
2024-11-12,AP,ACC-1098,security-analytics,2885.9,3339.59,0.161,direct
2024-11-12,ME,ACC-1106,automation-suite,4223.25,4853.51,0.154,partner
2024-11-12,AF,ACC-1107,security-analytics,2530.22,3157.56,0.052,digital
2024-11-12,AF,ACC-1107,security-analytics,2656.03,3157.56,0.151,direct
2024-11-12,AF,ACC-1125,security-analytics,2686.41,3597.88,0.023,digital
2024-11-12,EU,ACC-1127,automation-suite,2175.11,3299.43,0.085,direct
2024-11-12,LA,ACC-1135,core-monitoring,5552.27,7022.55,0.185,partner
2024-11-12,ME,ACC-1136,automation-suite,4535.22,8255.46,0.027,partner
2024-11-12,LA,ACC-1147,core-monitoring,6230.37,8269.3,0.042,digital
2024-11-12,ME,ACC-1148,automation-suite,6389.17,7866.61,0.048,digital
2024-11-12,LA,ACC-1159,core-monitoring,10253.81,11334.0,0.048,direct
2024-11-12,AF,ACC-1167,security-analytics,1305.54,2172.33,0.126,partner
2024-11-12,AP,ACC-1188,security-analytics,2991.65,3498.57,0.076,direct
2024-11-12,AF,ACC-1191,security-analytics,2038.46,2338.02,0.102,partner
2024-11-12,EU,ACC-1211,automation-suite,2585.58,4246.8,0.06,partner
